,AAPL,CGC,AMD,EWZ,MCD,XLF,XLE,SQ
11:56:03,219.00570678710938,49.33700180053711,25.774999618530273,38.720001220703125,167.49000549316406,26.780000686645508,72.20999908447266,75.69999694824219
11:56:33,219.27999877929688,49.505001068115234,25.809999465942383,38.775001525878906,167.4600067138672,26.799999237060547,72.23999786376953,75.87000274658203
11:57:04,219.193603515625,49.369998931884766,25.789899826049805,38.78499984741211,167.52000427246094,26.78580093383789,72.25,75.66999816894531
11:57:43,219.3300018310547,49.5077018737793,25.820999145507812,38.86000061035156,167.5500030517578,26.795000076293945,72.25,75.72010040283203
11:58:14,219.39950561523438,49.589900970458984,25.843900680541992,38.86000061035156,167.5399932861328,26.80500030517578,72.25,75.88999938964844
11:58:44,219.64999389648438,49.75,25.889999389648438,38.88999938964844,167.6300048828125,26.815000534057617,72.30999755859375,75.95999908447266
11:59:14,219.53500366210938,49.65570068359375,25.90999984741211,38.88999938964844,167.6199951171875,26.81999969482422,72.33000183105469,76.06829833984375
11:59:44,219.8000030517578,49.435001373291016,25.893299102783203,38.880001068115234,167.6999053955078,26.820100784301758,72.31999969482422,76.0
12:00:27,219.77000427246094,49.5,25.8799991607666,38.869998931884766,167.8000030517578,26.825000762939453,72.30000305175781,75.92130279541016
12:01:06,219.6999969482422,49.349998474121094,25.84000015258789,38.900001525878906,167.77000427246094,26.829999923706055,72.31999969482422,75.79000091552734
12:01:46,219.69000244140625,49.42499923706055,25.809999465942383,38.90999984741211,167.77000427246094,26.829999923706055,72.3499984741211,75.77999877929688
12:02:26,219.60000610351562,49.38999938964844,25.798500061035156,38.88999938964844,167.75999450683594,26.815000534057617,72.31999969482422,75.79000091552734
12:03:06,219.50999450683594,49.339900970458984,25.729999542236328,38.875,167.7449951171875,26.803600311279297,72.2699966430664,75.81999969482422
12:03:45,219.72000122070312,49.27000045776367,25.729999542236328,38.869998931884766,167.77000427246094,26.809900283813477,72.27999877929688,75.83999633789062
12:04:21,219.69000244140625,49.29999923706055,25.690000534057617,38.849998474121094,167.77000427246094,26.815000534057617,72.25,75.62000274658203
12:04:51,219.67999267578125,49.25,25.670000076293945,38.86000061035156,167.8000030517578,26.81999969482422,72.23999786376953,75.58000183105469
12:05:21,219.83999633789062,49.27000045776367,25.66200065612793,38.91999816894531,167.77999877929688,26.84000015258789,72.30000305175781,75.79119873046875
12:05:51,219.7667999267578,49.3473014831543,25.679100036621094,38.90999984741211,167.8699951171875,26.829999923706055,72.23999786376953,75.66999816894531
12:06:21,219.68460083007812,49.25,25.700000762939453,38.89500045776367,167.85000610351562,26.825000762939453,72.20999908447266,75.66999816894531
12:07:06,219.58999633789062,48.96609878540039,25.68000030517578,38.91999816894531,167.8000030517578,26.815000534057617,72.19000244140625,75.44499969482422
12:07:43,219.52999877929688,48.9900016784668,25.640100479125977,38.880001068115234,167.77000427246094,26.799999237060547,72.16999816894531,75.45999908447266
12:08:13,219.64999389648438,48.90999984741211,25.610000610351562,38.8650016784668,167.75880432128906,26.799999237060547,72.18000030517578,75.44259643554688
12:08:43,219.48500061035156,48.87099838256836,25.6200008392334,38.86000061035156,167.77000427246094,26.799999237060547,72.18000030517578,75.37000274658203
12:09:17,219.5,48.88999938964844,25.56570053100586,38.86000061035156,167.86000061035156,26.801000595092773,72.19000244140625,75.4000015258789
12:09:50,219.55999755859375,48.845001220703125,25.56999969482422,38.8650016784668,167.91000366210938,26.809999465942383,72.19000244140625,75.42520141601562
12:10:33,219.5500030517578,48.689998626708984,25.53499984741211,38.84000015258789,167.89999389648438,26.80500030517578,72.11000061035156,75.27999877929688
12:11:03,219.58999633789062,48.720001220703125,25.499300003051758,38.84000015258789,167.88999938964844,26.80500030517578,72.1500015258789,75.3093032836914
12:11:37,219.6300048828125,48.720001220703125,25.51689910888672,38.84000015258789,167.9600067138672,26.80500030517578,72.16000366210938,75.4000015258789
12:12:19,219.52999877929688,48.82500076293945,25.5,38.849998474121094,167.97999572753906,26.791000366210938,72.13999938964844,75.4000015258789
12:12:53,219.27999877929688,48.702701568603516,25.485000610351562,38.81999969482422,167.94000244140625,26.795000076293945,72.08999633789062,75.22000122070312
12:13:23,219.11000061035156,48.77000045776367,25.43000030517578,38.79999923706055,167.9199981689453,26.780000686645508,72.08000183105469,75.30000305175781
12:13:53,219.14999389648438,48.7400016784668,25.459999084472656,38.81999969482422,167.9600067138672,26.790000915527344,72.11000061035156,75.3301010131836
12:14:32,219.2200927734375,48.899898529052734,25.469999313354492,38.83000183105469,167.97999572753906,26.780000686645508,72.12999725341797,75.1500015258789
12:15:05,219.07000732421875,48.7400016784668,25.510000228881836,38.81999969482422,167.9199981689453,26.780799865722656,72.11000061035156,75.29000091552734
12:15:35,218.9600067138672,48.809600830078125,25.472999572753906,38.81999969482422,167.8699951171875,26.770000457763672,72.0999984741211,75.20999908447266
12:16:05,218.8300018310547,48.81269836425781,25.46500015258789,38.79999923706055,167.85000610351562,26.780000686645508,72.12999725341797,75.20999908447266
12:16:35,218.968994140625,48.900001525878906,25.40999984741211,38.82939910888672,167.89999389648438,26.78499984741211,72.12999725341797,75.3989028930664
12:17:15,219.16000366210938,48.849998474121094,25.449800491333008,38.869998931884766,167.94000244140625,26.790000915527344,72.1500015258789,75.3499984741211
12:18:01,218.94500732421875,48.8380012512207,25.395000457763672,38.86000061035156,167.91000366210938,26.790000915527344,72.12000274658203,75.25990295410156
12:18:31,218.98989868164062,48.841800689697266,25.350000381469727,38.849998474121094,167.77000427246094,26.770000457763672,72.08000183105469,75.28379821777344
12:19:01,218.7301025390625,48.768001556396484,25.299999237060547,38.814998626708984,167.77000427246094,26.75,72.06999969482422,75.09880065917969
12:19:31,218.81149291992188,48.7599983215332,25.280099868774414,38.79999923706055,167.8300018310547,26.75,72.04000091552734,74.98999786376953
12:20:01,218.9398956298828,48.75,25.31999969482422,38.83000183105469,167.9499969482422,26.770000457763672,72.11000061035156,74.87000274658203
12:20:46,218.7100067138672,48.68000030517578,25.312299728393555,38.79999923706055,167.83999633789062,26.760000228881836,72.08000183105469,74.86000061035156
12:21:17,218.6699981689453,48.680198669433594,25.249900817871094,38.79999923706055,167.80999755859375,26.760000228881836,72.05999755859375,74.69709777832031
12:21:47,218.61000061035156,48.68000030517578,25.090099334716797,38.790000915527344,167.7100067138672,26.75320053100586,72.04000091552734,74.55000305175781
12:22:17,218.38999938964844,48.650001525878906,25.064199447631836,38.79999923706055,167.77000427246094,26.77989959716797,72.08000183105469,74.66999816894531
12:22:56,218.5399932861328,48.75,24.989999771118164,38.810001373291016,167.6750030517578,26.778099060058594,72.05149841308594,74.80000305175781
12:23:26,218.52999877929688,48.75,25.0,38.79999923706055,167.63999938964844,26.760000228881836,72.0199966430664,74.77799987792969
12:23:56,218.61000061035156,48.724998474121094,24.991600036621094,38.83000183105469,167.6199951171875,26.76409912109375,71.98999786376953,74.80999755859375
12:24:30,218.4398956298828,48.72999954223633,24.924999237060547,38.81800079345703,167.56300354003906,26.770000457763672,72.0,74.81999969482422
12:25:00,218.3000030517578,48.74789810180664,24.863100051879883,38.78269958496094,167.4499969482422,26.760000228881836,71.9800033569336,74.58999633789062
12:25:30,218.2899932861328,48.72999954223633,24.899999618530273,38.779998779296875,167.4499969482422,26.7549991607666,72.0,74.5999984741211
12:26:00,218.13999938964844,48.70909881591797,24.899999618530273,38.7599983215332,167.5,26.75,71.9800033569336,74.52429962158203
12:26:34,217.8699951171875,48.5099983215332,24.84000015258789,38.709999084472656,167.43499755859375,26.7450008392334,71.97000122070312,74.41000366210938
12:27:04,217.8300018310547,48.56990051269531,24.84000015258789,38.709999084472656,167.3699951171875,26.735000610351562,71.94000244140625,74.45999908447266
12:27:34,217.80999755859375,48.61000061035156,24.860000610351562,38.709999084472656,167.35000610351562,26.739999771118164,71.97000122070312,74.44000244140625
12:28:19,217.88490295410156,48.560699462890625,24.81999969482422,38.68000030517578,167.47999572753906,26.7450008392334,71.95999908447266,74.56999969482422
12:29:00,218.05099487304688,48.47999954223633,24.909500122070312,38.65999984741211,167.42999267578125,26.735000610351562,71.94000244140625,74.55000305175781
12:29:32,218.0800018310547,48.558998107910156,24.93000030517578,38.66999816894531,167.36000061035156,26.739999771118164,71.94000244140625,74.70999908447266
12:30:07,218.0800018310547,48.5,24.899999618530273,38.63999938964844,167.2550048828125,26.719999313354492,71.88999938964844,74.5999984741211
12:30:37,217.99000549316406,48.52000045776367,24.897499084472656,38.65999984741211,167.35569763183594,26.729999542236328,71.9000015258789,74.5999984741211
12:31:26,218.05999755859375,48.41999816894531,24.844999313354492,38.65999984741211,167.4199981689453,26.735000610351562,71.94999694824219,74.69000244140625
12:32:06,218.2100067138672,48.41999816894531,24.879899978637695,38.689998626708984,167.44000244140625,26.739999771118164,71.9800033569336,74.76000213623047
12:32:41,218.1199951171875,48.41999816894531,24.75,38.69499969482422,167.39999389648438,26.725000381469727,71.94770050048828,74.83000183105469
12:33:16,218.1199951171875,48.49300003051758,24.75,38.689998626708984,167.44000244140625,26.729999542236328,71.943603515625,74.9000015258789
12:33:57,218.03160095214844,48.47999954223633,24.68000030517578,38.68000030517578,167.4600067138672,26.719999313354492,71.91000366210938,74.75
12:34:27,217.77999877929688,48.18000030517578,24.6299991607666,38.66999816894531,167.25,26.71500015258789,71.88999938964844,74.58000183105469
12:34:57,217.6300048828125,48.29999923706055,24.610000610351562,38.665000915527344,167.19000244140625,26.700000762939453,71.87999725341797,74.51110076904297
12:35:27,217.67999267578125,48.227699279785156,24.509899139404297,38.6525993347168,167.2100067138672,26.706899642944336,71.88999938964844,74.66000366210938
12:36:03,217.9199981689453,48.08000183105469,24.424999237060547,38.650001525878906,167.24000549316406,26.719999313354492,71.91999816894531,74.66999816894531
12:36:33,217.96240234375,48.069400787353516,24.549999237060547,38.665000915527344,167.2899932861328,26.71500015258789,71.91000366210938,74.8010025024414
